Word;--;Document;--;Sentence
lead;--;doc4.txt;--;We have the opportunity to muster the courage to fulfill the promise of our forefathers and lead our great nations towards a better future.
lead;--;doc1.txt;--;All of us running for president will travel around the country offering ten-point plans and making grand speeches; all of us will trumpet those qualities we believe make us uniquely qualified to lead the country.
lead;--;doc3.txt;--;If we do all this, if we can be trusted to lead, this will not be a Democratic Agenda, it will be an American agenda.
lead;--;doc5.txt;--;An increase in the quality and quantity of U.S. personnel in training and advisory roles can guard against militia infiltration of Iraqi units; develop the trust and goodwill of Iraqi soldiers and the local populace; and lead to better intelligence while undercutting grassroots support for the insurgents.
lead;--;doc2.txt;--;Yes, government must lead on energy independence, but each of us must do our part to make our homes and businesses more efficient.
rural;--;doc1.txt;--;Let's make college more affordable, and let's invest in scientific research, and let's lay down broadband lines through the heart of inner cities and rural towns all across America.
rural;--;doc2.txt;--;The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.
stronger;--;doc4.txt;--;And you will determine the direction of this country in the 21st century - whether the hard work of the many is lost to the selfish desires of a few, or whether you build an open, honest, stronger Kenya where everyone rises together.
stronger;--;doc1.txt;--;We can work together to track terrorists down with a stronger military, we can tighten the net around their finances, and we can improve our intelligence capabilities.
freer;--;doc3.txt;--;Our time to leave our children a country that is freer and kinder, more prosperous and more just than the place we grew up.
decision;--;doc1.txt;--;I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.
decision;--;doc3.txt;--;Well, I thought about it, and then I did what every wise man does when faced with a difficult decision: I prayed, and I asked my wife.
decision;--;doc5.txt;--;Many who supported the original decision to go to war in Iraq have argued that it has been a failure of implementation.
everything;--;doc1.txt;--;Most of all, let's be the generation that never forgets what happened on that September day and confront the terrorists with everything we've got.
everything;--;doc2.txt;--;She poured everything she had into me.
critical;--;doc4.txt;--;The Kenyan media has been courageous in uncovering and reporting on some of the most blatant abuses of the system, and there has been a growing recognition among people and politicians that this is a critical issue.
critical;--;doc6.txt;--;I want to turn to a second critical area: biological weapons threat reduction programs.
critical;--;doc5.txt;--;As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.
